title,date,name,topic,thumbnail,notes,collectionsURL,objectType
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000292,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000291,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000290,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000289,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000288,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000287,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000286,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000285,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000284,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000237,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000235,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000234,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000233,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000232,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000231,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000230,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000229,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000228,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000227,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000226,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000225,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000224,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000223,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000222,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000221,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000220,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000219,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000218,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000217,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000216,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000215,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000214,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000213,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000212,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000211,"{""Object Name"": ""uncut sheet""}"
"Uncut sheet of 2 Shillings and 6 Pence, 1 Pound, and 10 Shilling Notes, North Carolina, 1771","{""date made"": ""1771"", ""date on object"": ""1771-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_2000210,"{""Object Name"": ""uncut sheet""}"
